player_name,team,pos,PFR,PUR,PAR,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,player_OZ_retention_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio,ROC,ROL,ROC_adj,ROL_adj,context_flag,CF_pct,player_id,seasons_covered,player_DZ_time_pct,PUR_raw,PAR_raw,teammates_avg_OZ_retention,teammates_avg_DZ_escape,ROC_weight_sec,ROL_weight_sec
Steven Lorentz,TOR,C,0.8888,0.4349,0.4893,298,2773.17,9.306,253,0.849,452,1.517,72.5,23.02,1.0036,0.8713,1.009,0.8987,0.9853,0.6119,0.5391,0.6708,0.6014,🔴 Underperforming — tough situation,0.4946,8478904,"2022-23, 2023-24, 2024-25, 2025-26",76.98,1.472,1.4978,0.7185,0.2562,481572,311356
Sheldon Dries,DET,C,0.8888,0.3717,0.4182,68,627.58,9.229,96,1.412,82,1.206,70.3,16.97,0.9732,0.6424,0.961,0.683,1.1876,0.5978,0.5981,0.6601,0.6694,🔴 Underperforming — tough situation,0.4781,8480326,"2022-23, 2025-26",83.03,1.258,1.2801,0.7316,0.2485,107529,65209
John Tavares,TOR,C,0.8891,0.6782,0.7627,348,4836.97,13.899,898,2.58,695,1.997,71.9,25.42,0.9953,0.962,1.0059,0.9849,0.965,0.6424,0.6549,0.7019,0.7334,🟢 Elite — self made,0.4934,8475166,"2022-23, 2023-24, 2024-25, 2025-26",74.58,2.2953,2.3347,0.7148,0.2581,847717,580262
Liam Foudy,NYI,C,0.8894,0.5092,0.5725,78,821.9,10.537,120,1.538,146,1.872,68.15,26.29,0.9433,0.9951,0.9674,1.0037,1.0674,0.6094,0.5824,0.6691,0.6387,🔴 Underperforming — tough situation,0.4547,8480853,"2022-23, 2023-24, 2024-25, 2025-26",73.71,1.7233,1.7523,0.7044,0.262,142544,87234
Noah Gregor,FLA,C,0.8895,0.4988,0.5608,211,2195.67,10.406,269,1.275,332,1.573,71.48,24.67,0.9894,0.9336,1.0033,0.9521,1.0086,0.6197,0.5502,0.6784,0.6125,🔴 Underperforming — tough situation,0.4805,8479393,"2022-23, 2023-24, 2024-25, 2025-26",75.33,1.6884,1.7167,0.7125,0.2591,381442,248725
Clayton Keller,UTA,R,0.8895,0.7272,0.8175,322,4796.65,14.896,958,2.975,670,2.081,75.91,23.98,1.0508,0.9075,1.0321,0.959,1.017,0.6397,0.6405,0.699,0.7194,🟢 Elite — self made,0.4998,8479343,"2022-23, 2023-24, 2024-25, 2025-26",76.02,2.4612,2.5024,0.7355,0.25,843379,574010
Justin Hryckowian,DAL,C,0.8895,0.5213,0.586,86,929.43,10.807,94,1.093,120,1.395,69.14,25.84,0.957,0.978,0.9777,0.9896,1.0198,0.6394,0.5796,0.6992,0.6385,🔴 Underperforming — tough situation,0.5103,8484829,"2024-25, 2025-26",74.16,1.7644,1.7939,0.7071,0.2611,158150,110254
Dylan Guenther,UTA,R,0.8896,0.6384,0.7177,227,2781.2,12.252,489,2.154,362,1.595,72.81,28.6,1.0078,1.0826,1.0023,1.1229,0.9871,0.6381,0.623,0.6976,0.6972,🟢 Elite — self made,0.5033,8482699,"2022-23, 2023-24, 2024-25, 2025-26",71.4,2.1608,2.1968,0.7264,0.2547,486487,330705
Matthew Highmore,OTT,C,0.8897,0.4284,0.4815,51,469.48,9.206,73,1.431,52,1.02,74.47,22.09,1.0309,0.8359,1.0409,0.8567,1.0265,0.5979,0.5612,0.6585,0.6223,🔴 Underperforming — tough situation,0.4744,8478146,"2022-23, 2023-24, 2024-25",77.91,1.4499,1.4738,0.7155,0.2578,82200,51588
Oskar Sundqvist,STL,C,0.8898,0.4985,0.5602,265,2785.08,10.51,358,1.351,526,1.985,72.34,23.82,1.0013,0.9015,1.0096,0.9243,0.9988,0.6146,0.5689,0.6743,0.6345,🔴 Underperforming — tough situation,0.4904,8476897,"2022-23, 2023-24, 2024-25, 2025-26",76.18,1.6872,1.7148,0.7165,0.2577,484070,321717
